TYPE,AREA,PRICE,PURPOSE,LOCATION,BUILD IN YEAR,BEDROOMS,BATHROOMS,PARKING SPACES
Flat,1125.0,33000.0,for rent,"Bani Gala, Islamabad, Islamabad Capital",2020,2,3,1
Upper Portion,1800.0,50000.0,for rent,"Bahria Enclave - Sector N, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,3,3,1
Flat,1800.0,75000.0,for rent,"E-11, Islamabad, Islamabad Capital",2024,3,3,1
House,2092.5,87500000.0,for sale,"G-10/2, G-10, Islamabad, Islamabad Capital",2024,6,5,2
Flat,1507.5,350000.0,for rent,"Diplomatic Enclave, Islamabad, Islamabad Capital",2024,2,3,1
House,1125.0,8500000.0,for sale,"Taramrri, Islamabad, Islamabad Capital",2025,3,2,4
Flat,2632.5,700000.0,for rent,"The Centaurus, F-8, Islamabad, Islamabad Capital",2023,3,5,1
House,1800.0,30500000.0,for sale,"Faisal Town Phase 1, Faisal Town - F-18, Islamabad, Islamabad Capital",2025,5,5,2
House,4500.0,220000.0,for rent,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,5,6,2
House,4500.0,1150000.0,for rent,"E-11/4, E-11, Islamabad, Islamabad Capital",2024,10,6,1
House,3150.0,425000.0,for rent,"D-12, Islamabad, Islamabad Capital",2025,6,6,3
Flat,1147.5,11000000.0,for sale,"Al-Ghurair Giga - Block 14, Al-Ghurair Giga, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2015,2,2,1
House,5400.0,500000.0,for rent,"F-8, Islamabad, Islamabad Capital",2007,3,4,4
House,1125.0,17000000.0,for sale,"University Town, Islamabad, Islamabad Capital",2024,4,6,1
House,4500.0,229999.0,for rent,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2025,6,7,2
Flat,3802.4999999999995,85000000.0,for sale,"F-11, Islamabad, Islamabad Capital",2017,4,4,1
House,1125.0,25000000.0,for sale,"Jinnah Gardens Phase 1, Jinnah Gardens, FECHS, Islamabad, Islamabad Capital",2024,5,6,2
Flat,1125.0,17000000.0,for sale,"Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2025,2,3,1
House,900.0,41500000.0,for sale,"G-13/1, G-13, Islamabad, Islamabad Capital",2020,5,5,2
Lower Portion,2250.0,110000.0,for rent,"G-10/1, G-10, Islamabad, Islamabad Capital",2022,3,3,1
Flat,2250.0,22799999.0,for sale,"Askari Heights 4, DHA Phase 5 - Sector H, DHA Defence Phase 5, DHA Defence, Islamabad, Islamabad Capital",2024,3,3,1
Upper Portion,2250.0,105000.0,for rent,"G-11, Islamabad, Islamabad Capital",2024,3,3,1
Flat,1642.5,34400000.0,for sale,"Top City 1, Islamabad, Islamabad Capital",2023,3,3,1
House,1800.0,28000000.0,for sale,"G-15/1, G-15, Islamabad, Islamabad Capital",2024,4,4,2
Flat,877.5,7000000.0,for sale,"I-12/1, I-12, Islamabad, Islamabad Capital",2025,2,2,1
House,1125.0,27000000.0,for sale,"Bahria Enclave - Sector B1, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2025,3,4,2
House,4500.0,199000.0,for rent,"G-15, Islamabad, Islamabad Capital",2024,7,6,2
House,4500.0,139000000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,5,6,2
Upper Portion,4500.0,170000.0,for rent,"F-11, Islamabad, Islamabad Capital",2018,3,3,2
House,4500.0,1350000.0,for rent,"F-7, Islamabad, Islamabad Capital",2005,7,6,6
Lower Portion,4500.0,100000.0,for rent,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2018,3,3,3
House,1575.0,32500000.0,for sale,"Jinnah Gardens Phase 1, Jinnah Gardens, FECHS, Islamabad, Islamabad Capital",2023,4,4,2
Lower Portion,4500.0,55000.0,for rent,"E-17/3, E-17, Islamabad, Islamabad Capital",2024,3,3,1
Flat,1057.5,9800000.0,for sale,"Top City 1, Islamabad, Islamabad Capital",2024,2,2,1
House,1350.0,55000000.0,for sale,"Margalla Town Phase 2, Margalla Town, Islamabad, Islamabad Capital",2025,7,7,1
Flat,990.0000000000001,60000.0,for rent,"DHA Phase 1 - Sector F, DHA Defence Phase 1, DHA Defence, Islamabad, Islamabad Capital",2023,2,2,5
House,1125.0,29500000.0,for sale,"Rahman Enclave, Lehtarar Road, Islamabad, Islamabad Capital",2024,6,6,2
House,3195.0,420000.0,for rent,"E-11, Islamabad, Islamabad Capital",2021,5,6,2
Flat,945.0,11000000.0,for sale,"El Cielo, GT Road, Islamabad, Islamabad Capital",2023,2,2,1
Lower Portion,1125.0,55000.0,for rent,"I-11, Islamabad, Islamabad Capital",2024,2,3,1
House,4500.0,165000000.0,for sale,"F-11/4, F-11, Islamabad, Islamabad Capital",2024,6,6,2
House,4500.0,450000.0,for rent,"F-7, Islamabad, Islamabad Capital",2015,4,4,4
Flat,1372.5,13000000.0,for sale,"Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,2,3,1
House,1800.0,34000000.0,for sale,"Faisal Town Phase 1 - Block A, Faisal Town Phase 1, Faisal Town - F-18, Islamabad, Islamabad Capital",2024,4,5,2
House,2475.0,38000000.0,for sale,"DHA Phase 1 - Defence Villas, DHA Phase 1 - Sector F, DHA Defence Phase 1, DHA Defence, Islamabad, Islamabad Capital",2025,3,4,2
Flat,1102.5,110000.0,for rent,"G-11, Islamabad, Islamabad Capital",2024,2,2,1
Upper Portion,3150.0,160000.0,for rent,"I-8, Islamabad, Islamabad Capital",2024,3,3,1
House,1800.0,37500000.0,for sale,"Faisal Town - F-18, Islamabad, Islamabad Capital",2017,4,5,5
House,2475.0,120000000.0,for sale,"G-10/2, G-10, Islamabad, Islamabad Capital",2023,6,6,2
Lower Portion,1800.0,110000.0,for rent,"G-11/2, G-11, Islamabad, Islamabad Capital",2024,3,3,1
House,4500.0,1500000.0,for rent,"F-8, Islamabad, Islamabad Capital",2012,8,7,5
House,1125.0,20500000.0,for sale,"Soan Garden - Block C, Soan Garden, Islamabad, Islamabad Capital",2024,4,5,2
Upper Portion,1125.0,80000.0,for rent,"I-10/1, I-10, Islamabad, Islamabad Capital",2020,2,2,1
House,4500.0,135000000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2025,5,5,3
House,1125.0,120000.0,for rent,"I-10, Islamabad, Islamabad Capital",2024,3,3,2
House,1125.0,45000000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,4,4,1
House,1125.0,27000000.0,for sale,"Naval Anchorage, Islamabad, Islamabad Capital",2024,4,4,2
House,4500.0,250000.0,for rent,"E-11, Islamabad, Islamabad Capital",2015,5,5,2
House,900.0,30000000.0,for sale,"G-13, Islamabad, Islamabad Capital",2024,5,5,2
House,1350.0,27500000.0,for sale,"I-10/2, I-10, Islamabad, Islamabad Capital",2024,4,4,2
Flat,1755.0,90000.0,for rent,"E-11, Islamabad, Islamabad Capital",2023,3,3,1
House,4500.0,1500000.0,for rent,"F-6, Islamabad, Islamabad Capital",2024,5,5,2
Upper Portion,4500.0,260000.0,for rent,"I-8, Islamabad, Islamabad Capital",2020,3,4,4
House,4500.0,57500000.0,for sale,"National Police Foundation O-9 - Block A, National Police Foundation O-9, Islamabad, Islamabad Capital",2020,6,6,4
Flat,495.00000000000006,6500000.0,for sale,"Bahria Enclave - Sector H, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,1,1,1
House,4500.0,115000000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,7,6,3
Flat,675.0,180000.0,for rent,"Silver Oaks Apartments, F-10, Islamabad, Islamabad Capital",2024,1,2,1
Flat,607.5,6200000.0,for sale,"Defence Residency, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,1,1,1
House,4500.0,105000000.0,for sale,"DHA Phase 2 - Sector D, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,6,6,2
Upper Portion,4500.0,120000.0,for rent,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2025,3,3,2
Flat,652.5,5200000.0,for sale,"G-15, Islamabad, Islamabad Capital",2018,2,2,1
House,4500.0,62500000.0,for sale,"B-17, Islamabad, Islamabad Capital",2025,5,6,3
House,5400.0,700000.0,for rent,"F-8, Islamabad, Islamabad Capital",2024,5,6,4
Flat,742.5,11100000.0,for sale,"Gevora International Hotel & Mall, Gulberg Greens - Block E, Gulberg Greens, Gulberg, Islamabad, Islamabad Capital",2024,1,1,1
Flat,900.0,80000.0,for rent,"Gulberg Greens, Gulberg, Islamabad, Islamabad Capital",2025,2,2,1
House,1125.0,22500000.0,for sale,"Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,3,3,1
Flat,967.5,150000.0,for rent,"Eighteen, Kashmir Highway, Islamabad, Islamabad Capital",2018,1,2,1
House,1260.0,19800000.0,for sale,"H-13, Islamabad, Islamabad Capital",2024,5,7,1
Flat,1597.5,95000.0,for rent,"E-11, Islamabad, Islamabad Capital",2024,3,3,1
House,3195.0,117500000.0,for sale,"G-9/1, G-9, Islamabad, Islamabad Capital",2024,6,6,2
Flat,540.0,9800000.0,for sale,"Diamond Mall & Residency, Gulberg Greens, Gulberg, Islamabad, Islamabad Capital",2024,1,1,5
House,5850.0,260000000.0,for sale,"F-7, Islamabad, Islamabad Capital",2023,5,5,2
Lower Portion,4500.0,120000.0,for rent,"DHA Phase 1 - Sector A, DHA Defence Phase 1, DHA Defence, Islamabad, Islamabad Capital",2018,3,4,2
Flat,450.0,100000.0,for rent,"F-10, Islamabad, Islamabad Capital",2018,2,1,5
Flat,900.0,229999.0,for rent,"The Centaurus, F-8, Islamabad, Islamabad Capital",2024,2,1,1
House,1125.0,30000000.0,for sale,"Park View - Block H, Park View City, Islamabad, Islamabad Capital",2025,4,5,2
House,5400.0,550000000.0,for sale,"F-7, Islamabad, Islamabad Capital",2024,9,7,2
House,2250.0,52500000.0,for sale,"Bahria Enclave - Sector C1, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,5,6,3
Flat,877.5,240000.0,for rent,"F-8/1, F-8, Islamabad, Islamabad Capital",2023,1,1,1
House,2250.0,51000000.0,for sale,"Bahria Enclave - Sector C1, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,5,6,4
Flat,1552.5,14800000.0,for sale,"Bahria Enclave - Sector H, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2023,2,2,1
House,4500.0,130000000.0,for sale,"DHA Phase 2 - Sector G, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,6,6,2
Lower Portion,2700.0,130000.0,for rent,"D-12, Islamabad, Islamabad Capital",2020,3,3,1
House,18000.0,,for sale,"F-7/4, F-7, Islamabad, Islamabad Capital",2024,10,6,2
House,1350.0,46000000.0,for sale,"I-11, Islamabad, Islamabad Capital",2024,5,6,2
Upper Portion,5850.0,215000.0,for rent,"F-11, Islamabad, Islamabad Capital",2023,3,3,3
Flat,900.0,45000.0,for rent,"Bahria Enclave - Sector C1, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2025,2,2,2
House,4500.0,225000.0,for rent,"Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2022,5,6,3
House,17550.0,,for sale,"F-6/3, F-6, Islamabad, Islamabad Capital",2023,9,6,4
Flat,1057.5,32000.0,for rent,"Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2022,2,2,1
Flat,2295.0,95000.0,for rent,"DHA Defence Phase 1, DHA Defence, Islamabad, Islamabad Capital",2018,4,4,2
Upper Portion,4500.0,71000.0,for rent,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2019,3,4,1
House,1125.0,80000.0,for rent,"H-13, Islamabad, Islamabad Capital",2024,4,4,2
House,9000.0,195000000.0,for sale,"DHA Phase 2 - Sector C, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2025,5,6,2
Upper Portion,4500.0,550000.0,for rent,"F-7, Islamabad, Islamabad Capital",2015,3,3,2
House,10350.0,650000000.0,for sale,"F-7/3, F-7, Islamabad, Islamabad Capital",2024,5,6,2
Farm House,18000.0,100000000.0,for sale,"Gulberg Greens - Block B, Gulberg Greens, Gulberg, Islamabad, Islamabad Capital",2023,6,6,1
House,4500.0,145000000.0,for sale,"DHA Phase 2 - Sector G, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,6,6,3
House,2452.5,88500000.0,for sale,"G-13, Islamabad, Islamabad Capital",2025,7,7,3
Flat,1597.5,63500000.0,for sale,"Diplomatic Enclave, Islamabad, Islamabad Capital",2024,2,2,1
Flat,1755.0,145000.0,for rent,"F-11 Markaz, F-11, Islamabad, Islamabad Capital",2010,2,2,1
Flat,1597.5,38000000.0,for sale,"Warda Hamna Residencia 3, G-11/3, G-11, Islamabad, Islamabad Capital",2018,2,2,1
Flat,1687.5,14300000.0,for sale,"Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2023,3,4,1
Upper Portion,3195.0,90000.0,for rent,"G-9, Islamabad, Islamabad Capital",2024,2,2,1
House,4500.0,1675000.0,for rent,"F-7, Islamabad, Islamabad Capital",2023,6,6,4
House,2700.0,150000.0,for rent,"G-15, Islamabad, Islamabad Capital",2024,6,6,1
Flat,1102.5,70000.0,for rent,"E-11, Islamabad, Islamabad Capital",2025,2,2,4
Flat,2250.0,25500000.0,for sale,"Askari Heights 4, DHA Phase 5 - Sector H, DHA Defence Phase 5, DHA Defence, Islamabad, Islamabad Capital",2023,3,3,1
Lower Portion,9000.0,340000.0,for rent,"F-10, Islamabad, Islamabad Capital",2024,4,4,4
Flat,765.0,20000000.0,for sale,"Eighteen, Kashmir Highway, Islamabad, Islamabad Capital",2025,1,1,1
Flat,1597.5,165000.0,for rent,"G-11/3, G-11, Islamabad, Islamabad Capital",2024,2,2,1
Flat,945.0,11000000.0,for sale,"Defence Residency, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2023,2,2,1
Flat,945.0,9778000.0,for sale,"MPCHS - Multi Gardens, B-17, Islamabad, Islamabad Capital",2024,2,2,1
House,4500.0,380000.0,for rent,"E-11/3, E-11, Islamabad, Islamabad Capital",2024,6,6,5
House,4500.0,115000000.0,for sale,"E-11/3, E-11, Islamabad, Islamabad Capital",2024,6,6,3
Flat,2160.0,46500000.0,for sale,"Deans Apartments, G-11/3, G-11, Islamabad, Islamabad Capital",2023,3,3,1
House,3150.0,107500000.0,for sale,"G-10/3, G-10, Islamabad, Islamabad Capital",2024,5,5,3
Flat,1395.0,13799999.0,for sale,"Defence Residency, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2023,3,3,1
Flat,900.0,22000000.0,for sale,"G-10/2, G-10, Islamabad, Islamabad Capital",2024,2,2,1
Upper Portion,4500.0,100000.0,for rent,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,3,3,3
House,4500.0,107500000.0,for sale,"DHA Phase 2 - Sector J, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,5,6,4
Upper Portion,5850.0,300000.0,for rent,"F-8, Islamabad, Islamabad Capital",2024,3,4,1
House,3195.0,99000000.0,for sale,"G-9/3, G-9, Islamabad, Islamabad Capital",2010,5,6,2
Farm House,18000.0,15000000.0,for sale,"Lahore - Islamabad Motorway, Islamabad, Islamabad Capital",2024,3,2,1
Flat,900.0,60000.0,for rent,"E-11, Islamabad, Islamabad Capital",2023,2,2,1
House,4500.0,115000000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,6,6,3
House,2250.0,44000000.0,for sale,"Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2025,5,7,2
House,4500.0,165000000.0,for sale,"G-13/4, G-13, Islamabad, Islamabad Capital",2024,6,6,4
House,6750.0,160000000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,9,7,2
House,4950.0,400000.0,for rent,"F-11/3, F-11, Islamabad, Islamabad Capital",2023,6,6,2
Flat,1800.0,350000.0,for rent,"Diplomatic Enclave, Islamabad, Islamabad Capital",2021,2,2,4
Flat,877.5,14500000.0,for sale,"Smama Star Mall & Residency, Gulberg Greens, Gulberg, Islamabad, Islamabad Capital",2024,2,2,1
House,1125.0,57000000.0,for sale,"G-11, Islamabad, Islamabad Capital",2024,4,4,3
Flat,652.5,60000.0,for rent,"G-15, Islamabad, Islamabad Capital",2024,2,2,1
Upper Portion,4500.0,200000.0,for rent,"E-11, Islamabad, Islamabad Capital",2023,3,4,3
House,1350.0,29000000.0,for sale,"I-14, Islamabad, Islamabad Capital",2025,5,6,1
Upper Portion,4500.0,110000.0,for rent,"G-13, Islamabad, Islamabad Capital",2021,3,4,1
House,4500.0,87000000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2023,6,7,2
House,4500.0,122500000.0,for sale,"DHA Phase 2 - Sector F, DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,5,6,2
House,1800.0,39000000.0,for sale,"PHAF Officers Residencia, Kuri Road, Islamabad, Islamabad Capital",2021,6,6,2
House,1125.0,51000000.0,for sale,"G-11/2, G-11, Islamabad, Islamabad Capital",2024,5,5,3
Flat,2092.5,90000000.0,for sale,"Karakoram Greens, Gulberg Greens, Gulberg, Islamabad, Islamabad Capital",2023,2,2,4
Flat,1642.5,38000000.0,for sale,"Eighteen, Kashmir Highway, Islamabad, Islamabad Capital",2021,2,2,2
Upper Portion,900.0,50000.0,for rent,"G-13, Islamabad, Islamabad Capital",2024,2,3,1
House,4500.0,127500000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,5,6,2
Lower Portion,2250.0,75000.0,for rent,"G-13, Islamabad, Islamabad Capital",2016,3,3,1
Flat,1305.0,32500000.0,for sale,"F-11, Islamabad, Islamabad Capital",2018,2,2,1
Flat,697.5,60000.0,for rent,"Bahria Enclave - Sector C1, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,1,1,5
Lower Portion,4500.0,78000.0,for rent,"DHA Defence Phase 1, DHA Defence, Islamabad, Islamabad Capital",2024,3,4,2
House,4500.0,139000000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2025,5,6,4
Farm House,90000.0,,for sale,"Orchard Scheme, Islamabad, Islamabad Capital",2023,2,2,1
House,1800.0,31500000.0,for sale,"Mumtaz City - Chanab Block, Mumtaz City, Islamabad, Islamabad Capital",2024,6,6,2
House,2250.0,105000000.0,for sale,"F-11/3, F-11, Islamabad, Islamabad Capital",2018,4,5,2
House,2250.0,70000000.0,for sale,"G-13, Islamabad, Islamabad Capital",2023,6,6,3
House,2250.0,43900000.0,for sale,"Top City 1 - Block A, Top City 1, Islamabad, Islamabad Capital",2024,4,6,2
Lower Portion,3150.0,130000.0,for rent,"G-13, Islamabad, Islamabad Capital",2024,3,3,1
House,4500.0,145000000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,5,5,2
House,2250.0,150000.0,for rent,"Soan Garden, Islamabad, Islamabad Capital",2024,6,6,2
Lower Portion,4500.0,65000.0,for rent,"G-16, Islamabad, Islamabad Capital",2021,4,4,1
House,1125.0,16000000.0,for sale,"D-17, Islamabad, Islamabad Capital",2025,4,4,2
House,5850.0,800000.0,for rent,"F-7/1, F-7, Islamabad, Islamabad Capital",2024,5,6,3
Flat,1912.5,85000.0,for rent,"Zarkon Heights, G-15, Islamabad, Islamabad Capital",2025,3,3,3
Flat,2002.5,62500000.0,for sale,"Diplomatic Enclave, Islamabad, Islamabad Capital",2024,3,3,1
House,4500.0,138000000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2025,5,6,3
House,1507.5,29800000.0,for sale,"I-14, Islamabad, Islamabad Capital",2024,5,6,2
Flat,2092.5,7900000.0,for sale,"J7 Emporium, B-17, Islamabad, Islamabad Capital",2024,2,2,4
House,5850.0,290000000.0,for sale,"F-7, Islamabad, Islamabad Capital",2024,6,6,2
Flat,855.0,53000000.0,for sale,"Sukh Chayn Residence, F-10, Islamabad, Islamabad Capital",2024,1,1,1
House,1800.0,29000000.0,for sale,"Faisal Margalla City, B-17, Islamabad, Islamabad Capital",2025,4,5,2
Flat,810.0,45000.0,for rent,"Telegardens (T&T ECHS), F-17, Islamabad, Islamabad Capital",2023,2,2,2
Flat,2700.0,210000.0,for rent,"F-11 Markaz, F-11, Islamabad, Islamabad Capital",2012,3,3,1
House,1350.0,170000.0,for rent,"E-11, Islamabad, Islamabad Capital",2023,5,5,3
Upper Portion,4500.0,180000.0,for rent,"E-11/3, E-11, Islamabad, Islamabad Capital",2020,3,4,3
House,2250.0,41500000.0,for sale,"Top City 1 - Block A, Top City 1, Islamabad, Islamabad Capital",2024,5,6,2
House,1125.0,16000000.0,for sale,"Bani Gala, Islamabad, Islamabad Capital",2023,4,4,1
Flat,810.0,7000000.0,for sale,"MPCHS - Multi Gardens, B-17, Islamabad, Islamabad Capital",2024,2,2,1
House,2250.0,45000000.0,for sale,"Bani Gala, Islamabad, Islamabad Capital",2025,4,5,2
House,2250.0,57000000.0,for sale,"Faisal Town - F-18, Islamabad, Islamabad Capital",2025,10,6,2
House,1350.0,70000.0,for rent,"Mumtaz City, Islamabad, Islamabad Capital",2025,5,6,2
House,4500.0,161500000.0,for sale,"G-11/1, G-11, Islamabad, Islamabad Capital",2024,6,6,3
Upper Portion,990.0000000000001,37000.0,for rent,"D-12, Islamabad, Islamabad Capital",2024,1,1,1
House,5400.0,145000000.0,for sale,"G-10/2, G-10, Islamabad, Islamabad Capital",2023,9,6,2
Flat,855.0,80000.0,for rent,"E-11, Islamabad, Islamabad Capital",2024,1,1,2
House,3150.0,200000.0,for rent,"G-14, Islamabad, Islamabad Capital",2024,7,6,3
House,2250.0,59000000.0,for sale,"Bahria Enclave - Sector C1, Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2025,5,6,2
House,4500.0,520000.0,for rent,"F-10, Islamabad, Islamabad Capital",2024,6,6,2
House,2250.0,41000000.0,for sale,"PWD Housing Society - Block C, PWD Housing Scheme, Islamabad, Islamabad Capital",2025,5,5,3
House,1350.0,74000000.0,for sale,"G-9/4, G-9, Islamabad, Islamabad Capital",2023,5,5,2
Flat,2160.0,90000.0,for rent,"Bahria Enclave, Bahria Town, Islamabad, Islamabad Capital",2024,3,3,2
House,2250.0,115000000.0,for sale,"D-12, Islamabad, Islamabad Capital",2024,6,6,2
House,1575.0,120000.0,for rent,"Gulberg Residencia, Gulberg, Islamabad, Islamabad Capital",2024,4,5,2
Flat,697.5,14000000.0,for sale,"G-11/3, G-11, Islamabad, Islamabad Capital",2012,2,2,2
House,1575.0,64000000.0,for sale,"G-13/2, G-13, Islamabad, Islamabad Capital",2024,5,5,2
Flat,1237.5,18800000.0,for sale,"Smama Star Mall & Residency, Gulberg Greens, Gulberg, Islamabad, Islamabad Capital",2021,3,3,1
House,18000.0,,for sale,"F-7, Islamabad, Islamabad Capital",2020,10,7,2
House,4500.0,107500000.0,for sale,"DHA Defence Phase 2, DHA Defence, Islamabad, Islamabad Capital",2024,6,6,4
